SK_ID_CURR,TARGET,AMT_CREDIT,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_EMPLOYED,FLAG_EMP_PHONE,FLAG_WORK_PHONE,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_2,EXT_SOURCE_3,DEF_30_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,FLAG_DOCUMENT_3,FLAG_DOCUMENT_6,AGE,DAYS_EMPLOYED_PERC,NAME_INCOME_TYPE_Pensioner,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Highereducation,NAME_EDUCATION_TYPE_Secondarysecondaryspecial,NAME_HOUSING_TYPE_Houseapartment,NAME_HOUSING_TYPE_Withparents,OCCUPATION_TYPE_Drivers,OCCUPATION_TYPE_Laborers,OCCUPATION_TYPE_nan,ORGANIZATION_TYPE_Selfemployed,ORGANIZATION_TYPE_XNA,BUREAU_DAYS_CREDIT_MIN,BUREAU_DAYS_CREDIT_MAX,BUREAU_DAYS_CREDIT_MEAN,BUREAU_DAYS_CREDIT_VAR,BUREAU_DAYS_CREDIT_ENDDATE_MIN,BUREAU_DAYS_CREDIT_ENDDATE_MAX,BUREAU_DAYS_CREDIT_ENDDATE_MEAN,BUREAU_DAYS_CREDIT_UPDATE_MEAN,BUREAU_CREDIT_ACTIVE_Active_MEAN,BUREAU_CREDIT_ACTIVE_Closed_MEAN,BUREAU_CREDIT_TYPE_Consumercredit_MEAN,BUREAU_CREDIT_TYPE_Microloan_MEAN,ACTIVE_DAYS_CREDIT_MAX,ACTIVE_DAYS_CREDIT_MEAN,ACTIVE_DAYS_CREDIT_ENDDATE_MAX,CLOSED_DAYS_CREDIT_MIN,CLOSED_DAYS_CREDIT_MAX,CLOSED_DAYS_CREDIT_MEAN,CLOSED_DAYS_CREDIT_VAR,CLOSED_DAYS_CREDIT_ENDDATE_MIN,CLOSED_DAYS_CREDIT_UPDATE_MEAN,PREV_RATE_DOWN_PAYMENT_MAX,PREV_RATE_DOWN_PAYMENT_MEAN,PREV_DAYS_DECISION_MIN,PREV_DAYS_DECISION_MEAN,PREV_CNT_PAYMENT_MEAN,PREV_CNT_PAYMENT_SUM,PREV_NAME_CONTRACT_TYPE_Revolvingloans_MEAN,PREV_NAME_CASH_LOAN_PURPOSE_Other_MEAN,PREV_NAME_CONTRACT_STATUS_Approved_MEAN,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,PREV_NAME_PAYMENT_TYPE_XNA_MEAN,PREV_CODE_REJECT_REASON_HC_MEAN,PREV_CODE_REJECT_REASON_LIMIT_MEAN,PREV_CODE_REJECT_REASON_SCOFR_MEAN,PREV_CODE_REJECT_REASON_XAP_MEAN,PREV_NAME_TYPE_SUITE_nan_MEAN,PREV_NAME_GOODS_CATEGORY_Furniture_MEAN,PREV_NAME_GOODS_CATEGORY_XNA_MEAN,PREV_NAME_PORTFOLIO_Cards_MEAN,PREV_NAME_PORTFOLIO_XNA_MEAN,PREV_NAME_PRODUCT_TYPE_walkin_MEAN,PREV_CHANNEL_TYPE_APCashloan_MEAN,PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,PREV_NAME_SELLER_INDUSTRY_Furniture_MEAN,PREV_NAME_SELLER_INDUSTRY_XNA_MEAN,PREV_NAME_YIELD_GROUP_XNA_MEAN,PREV_NAME_YIELD_GROUP_high_MEAN,PREV_NAME_YIELD_GROUP_low_action_MEAN,PREV_NAME_YIELD_GROUP_low_normal_MEAN,PREV_PRODUCT_COMBINATION_CardStreet_MEAN,PREV_PRODUCT_COMBINATION_CashStreethigh_MEAN,PREV_PRODUCT_COMBINATION_CashXSellhigh_MEAN,PREV_PRODUCT_COMBINATION_CashXSelllow_MEAN,PREV_PRODUCT_COMBINATION_POSindustrywithinterest_MEAN,APPROVED_AMT_ANNUITY_MAX,APPROVED_AMT_ANNUITY_MEAN,APPROVED_AMT_DOWN_PAYMENT_MAX,APPROVED_RATE_DOWN_PAYMENT_MAX,APPROVED_RATE_DOWN_PAYMENT_MEAN,APPROVED_DAYS_DECISION_MIN,APPROVED_DAYS_DECISION_MEAN,POS_MONTHS_BALANCE_MEAN,POS_MONTHS_BALANCE_SIZE,POS_COUNT,INSTAL_DBD_SUM,INSTAL_PAYMENT_DIFF_MEAN,INSTAL_PAYMENT_DIFF_SUM,INSTAL_DAYS_ENTRY_PAYMENT_MEAN,INSTAL_DAYS_ENTRY_PAYMENT_SUM
279112.0,1.0,1795500.0,1795500.0,0.01064,-147.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.6157,0.535,2.0,2.0,0.0,0.0,50.0,0.00811,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2537,0.1652,-2142.0,-528.5,49.0,490.0,0.0,0.06665,0.4,0.2666,0.7334,0.2666,0.0,0.0,0.7334,0.533,0.0,0.8,0.0,0.3333,0.06665,0.0,0.2666,0.0,0.7334,0.3333,0.1333,0.0,0.2,0.0,0.0,0.0,0.2,0.0,39251.16,17722.35,9000.0,0.2537,0.1652,-2142.0,-1234.0,-20.56,91.0,91.0,702.0,6841.295,827796.7,-519.0,-62782.0
443848.0,1.0,808650.0,675000.0,0.006207,-3120.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.5815,0.535,0.0,0.0,1.0,0.0,34.0,0.2485,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0975,0.076,-1393.0,-1242.0,21.0,42.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,11666.745,11018.498,16996.5,0.0975,0.076,-1393.0,-1242.0,-30.98,44.0,44.0,327.0,0.0,0.0,-934.5,-39243.0
386166.0,1.0,450000.0,450000.0,0.02461,-7824.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.6904,0.6543,0.0,0.0,1.0,0.0,50.0,0.4265,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-2644.0,-816.0,-1730.0,1670792.0,-846.0,980.0,67.0,-427.0,0.5,0.5,0.5,0.0,-816.0,-816.0,980.0,-2644.0,-2644.0,-2644.0,0.0,-846.0,-846.0,0.1089,0.1089,-2706.0,-2706.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2969.685,2969.685,2970.0,0.1089,0.1089,-2706.0,-2706.0,-85.5,8.0,8.0,140.0,0.0,0.0,-2576.0,-20612.0
204582.0,1.0,314100.0,225000.0,0.01662,-254.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.1338,0.535,0.0,0.0,1.0,0.0,52.0,0.0134,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104,0.104,-457.0,-283.2,4.5,18.0,0.5,0.0,0.5,0.25,0.75,0.25,0.0,0.0,0.75,0.5,0.0,0.75,0.5,0.0,0.5,0.5,0.25,0.0,0.75,0.5,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,4590.405,3420.2024,2290.5,0.104,0.104,-457.0,-303.0,-13.0,5.0,5.0,97.0,0.0,0.0,-204.2,-1838.0
128270.0,1.0,277969.5,229500.0,0.01863,-1501.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.5815,0.535,0.0,0.0,0.0,0.0,26.0,0.1569,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0995,0.0995,-320.0,-231.5,12.0,12.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,7483.86,7483.86,7339.5,0.0995,0.0995,-320.0,-320.0,-8.0,7.0,7.0,133.0,0.0,0.0,-236.1,-1417.0
323353.0,1.0,942300.0,675000.0,0.01166,-612.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3196,0.2957,1.0,1.0,1.0,0.0,42.0,0.04,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-387.0,-197.0,-314.2,6836.9165,-48.0,27420.0,9110.0,-23.25,0.5,0.5,0.5,0.0,-197.0,-292.0,27420.0,-352.0,-321.0,-336.5,480.5,-48.0,-30.5,0.3794,0.1897,-586.0,-524.5,8.0,16.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3385.71,3385.71,9000.0,0.3794,0.3794,-586.0,-586.0,-17.0,7.0,7.0,106.0,0.0,0.0,-505.5,-2022.0
179078.0,1.0,360000.0,360000.0,0.0182,-2392.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.1289,0.683,0.0,0.0,1.0,0.0,30.0,0.2178,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1875.0,-583.0,-1207.0,418768.0,-1632.0,-338.0,-881.5,-848.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1875.0,-583.0,-1207.0,418768.0,-1632.0,-848.5,1.1e-05,1.1e-05,-263.0,-88.25,6.0,12.0,0.75,0.0,0.5,0.0,0.75,0.0,0.0,0.0,1.0,0.5,0.0,0.75,0.25,0.5,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,9000.0,7965.63,0.765,1.1e-05,1.1e-05,-263.0,-146.5,-5.5,8.0,8.0,131.0,0.0,0.0,-144.4,-1155.0
433951.0,1.0,755190.0,675000.0,0.003069,-1421.0,1.0,0.0,3.0,3.0,1.0,1.0,0.0,0.6426,0.2512,0.0,0.0,0.0,0.0,46.0,0.0849,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-118.0,-118.0,-118.0,0.0,613.0,613.0,613.0,-21.0,1.0,0.0,1.0,0.0,-118.0,-118.0,613.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0545,0.0545,-239.0,-239.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16299.0,16299.0,6615.0,0.0545,0.0545,-239.0,-239.0,-4.5,8.0,8.0,136.0,-2486.64,-22379.76,-108.0,-972.0
202647.0,1.0,675000.0,675000.0,0.01452,-843.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.3455,0.2366,0.0,0.0,1.0,0.0,27.0,0.0851,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-130.0,-114.0,-121.7,64.333336,63.0,268.0,131.4,-19.0,1.0,0.0,1.0,0.0,-114.0,-121.7,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0771,0.0771,-440.0,-440.0,16.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5989.32,5989.32,4500.0,0.0771,0.0771,-440.0,-440.0,-8.5,12.0,12.0,184.0,0.0,0.0,-275.8,-3033.0
311853.0,1.0,454500.0,454500.0,0.0264,-1284.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.002604,0.3032,0.0,0.0,1.0,0.0,48.0,0.0728,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-2682.0,-27.0,-797.0,1101923.0,-2500.0,38.0,-513.5,-341.0,0.1765,0.8237,0.8823,0.0,-82.0,-700.5,38.0,-2682.0,-27.0,-818.0,1290141.8,-2500.0,-408.8,0.2063,0.1528,-2094.0,-1286.0,9.336,28.0,0.0,0.0,1.0,0.0,0.3333,0.0,0.0,0.0,1.0,0.6665,0.0,0.3333,0.0,0.0,0.0,0.0,0.3333,0.0,0.3333,0.0,0.3333,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,20108.926,11785.035,11250.0,0.2063,0.1528,-2094.0,-1286.0,-46.3,32.0,32.0,324.0,0.0,0.0,-1200.0,-29994.0
